date,open,high,close,low,volume,amount
2010-01-26,44.43,44.54,43.0,42.45,2410108.0,104394792.0
2010-01-25,43.88,45.58,44.3,43.3,2931462.0,130723976.0
2010-01-22,45.0,45.58,44.12,43.01,3593306.0,158725232.0
2010-01-21,46.1,46.79,46.04,45.6,2940491.0,135680336.0
2010-01-20,50.17,50.87,46.02,45.35,7028194.0,336858272.0
2010-01-19,52.2,52.36,50.17,49.83,5716837.0,289449088.0
2010-01-18,51.06,52.98,52.1,50.6,5317713.0,274679104.0
2010-01-15,51.4,52.24,51.5,50.61,4734574.0,243050000.0
2010-01-14,51.0,53.44,51.65,50.2,12069242.0,621554624.0
2010-01-13,43.66,49.42,49.42,43.66,10139420.0,483268960.0
2010-01-12,44.25,45.8,44.93,43.96,2936789.0,132276512.0
2010-01-11,43.7,44.5,44.39,42.88,2695920.0,117686240.0
2010-01-08,43.05,44.1,43.98,43.01,1387159.0,60467608.0
2010-01-07,44.51,44.94,43.4,43.25,2776032.0,121734128.0
2010-01-06,45.3,45.78,44.82,44.41,3358350.0,151271996.0
2010-01-05,43.63,46.38,45.9,43.63,5702471.0,259001280.0
2010-01-04,42.95,44.09,43.53,42.69,2516326.0,109402640.0
2009-12-31,42.0,42.78,42.49,41.92,1208255.0,51246160.0
2009-12-30,42.9,42.96,42.11,41.88,1746658.0,73806176.0
2009-12-29,42.5,42.95,42.8,42.21,1355982.0,57755984.0
2009-12-28,43.08,43.78,42.7,42.36,1629008.0,69845408.0
2009-12-25,42.01,42.33,42.15,41.36,1512031.0,63303388.0
2009-12-24,41.18,42.26,42.17,40.78,1882581.0,78638384.0
2009-12-23,40.18,41.23,41.05,40.11,1608835.0,65528940.0
2009-12-22,41.13,41.25,40.01,39.8,1534874.0,62181772.0
2009-12-21,40.65,40.98,40.92,40.19,1584633.0,64367456.0
2009-12-18,41.11,41.39,40.13,39.7,2138644.0,86162840.0
2009-12-17,43.58,43.59,41.5,41.5,2091097.0,88293824.0
2009-12-16,43.33,43.66,43.31,43.12,1371078.0,59448200.0
2009-12-15,43.6,43.86,43.56,43.09,1575046.0,68432352.0
2009-12-14,44.82,44.88,43.55,42.58,3360858.0,145486944.0
2009-12-11,45.1,45.73,44.88,44.74,2409713.0,108690584.0
2009-12-10,44.9,46.2,45.12,44.68,4795270.0,217253792.0
2009-12-09,44.78,45.58,44.9,44.52,1464600.0,66152400.0
2009-12-08,45.9,45.98,45.16,44.31,2092969.0,94280944.0
2009-12-07,45.28,46.16,45.86,45.01,1659540.0,75711080.0
2009-12-04,48.35,48.36,45.59,44.8,5035040.0,232962416.0
2009-12-03,48.4,49.24,48.54,47.62,3844280.0,185878560.0
2009-12-02,47.01,49.9,48.76,46.55,6101146.0,293830880.0
2009-12-01,45.11,47.26,46.94,45.11,3431889.0,159397568.0
2009-11-30,44.87,45.7,45.65,44.35,2226641.0,100390024.0
2009-11-27,44.0,45.6,44.25,43.8,2453811.0,109314784.0
2009-11-26,46.0,47.7,44.91,44.35,4170558.0,192744656.0
2009-11-25,44.0,46.15,45.86,43.59,3236338.0,145694784.0
2009-11-24,47.28,48.5,44.28,43.56,4255673.0,197738560.0
2009-11-23,46.11,47.5,47.25,46.11,3153904.0,148063088.0
2009-11-20,46.2,46.77,46.38,45.8,2875707.0,133030624.0
2009-11-19,44.26,47.88,46.8,44.2,6328534.0,293517344.0
2009-11-18,44.8,44.8,44.26,43.91,1842968.0,81601840.0
2009-11-17,45.16,45.46,44.72,44.44,2061619.0,92280680.0
2009-11-16,44.83,45.8,45.18,44.5,2808197.0,126695584.0
2009-11-13,43.55,44.88,44.74,43.25,2900468.0,128609304.0
2009-11-12,43.21,43.85,43.55,43.14,1547529.0,67264352.0
2009-11-11,44.19,44.19,43.28,43.02,1851549.0,80242080.0
2009-11-10,44.19,44.68,44.2,43.6,2386223.0,105448880.0
2009-11-09,44.1,44.12,43.96,43.01,2010721.0,87538040.0
2009-11-06,44.7,44.99,44.17,44.16,2239461.0,99562592.0
2009-11-05,44.89,44.9,44.5,44.15,1918491.0,85440272.0
2009-11-04,44.0,44.97,44.6,43.58,2119280.0,93988168.0
2009-11-03,43.6,44.48,43.95,43.5,2108358.0,92685464.0
2009-11-02,41.8,43.87,43.65,41.03,3241882.0,138732384.0
2009-10-30,45.71,46.49,43.9,43.62,5368860.0,242052160.0
2009-10-29,45.12,46.14,44.85,44.51,2896943.0,130691136.0
2009-10-28,44.21,46.4,46.31,43.62,3238344.0,145600896.0
2009-10-27,46.9,46.9,44.5,44.33,4545545.0,206042704.0
2009-10-26,47.55,49.6,47.88,47.5,3421316.0,165616112.0
2009-10-23,47.85,48.78,47.47,47.0,4172671.0,198694224.0
2009-10-22,45.49,49.0,47.47,45.0,5269552.0,249231248.0
2009-10-21,45.8,46.6,44.9,44.8,3095694.0,141047504.0
2009-10-20,44.5,46.66,46.45,43.71,4349935.0,196198000.0
2009-10-19,42.73,44.88,44.3,42.62,3075500.0,135521232.0
2009-10-16,42.1,43.34,42.72,41.9,2750343.0,117409152.0
2009-10-14,41.88,43.46,41.9,41.76,3806368.0,161799088.0
2009-10-13,40.13,42.49,42.21,40.13,3119930.0,129916976.0
2009-10-12,41.18,41.44,40.53,39.63,2612742.0,106001000.0
2009-10-09,39.8,41.39,41.06,39.4,3406147.0,138106000.0
2009-09-30,40.23,40.51,39.08,39.0,3218865.0,128032424.0
2009-09-29,42.51,42.98,39.58,38.68,4692075.0,189199440.0
2009-09-28,45.61,46.77,42.98,42.22,3672939.0,164623728.0
2009-09-25,44.01,45.27,44.51,43.68,2713847.0,121092416.0
2009-09-24,45.12,46.17,44.3,43.52,3915503.0,175253408.0
2009-09-23,46.2,47.5,45.6,44.53,5588915.0,258433648.0
2009-09-22,49.08,50.03,46.45,46.45,6066724.0,291273792.0
2009-09-21,48.3,51.58,50.0,47.0,7885046.0,388338464.0
2009-09-18,47.08,51.95,48.98,47.08,8602109.0,425384064.0
2009-09-17,46.3,47.79,47.45,45.45,6971302.0,324213664.0
2009-09-16,43.51,47.96,46.25,43.51,9505390.0,435822016.0
2009-09-15,45.0,45.88,44.0,43.8,9553692.0,427688992.0
2009-09-14,46.5,48.6,46.05,44.1,17781536.0,816985536.0
2009-09-11,41.69,45.05,45.05,41.68,11996077.0,520202688.0
2009-09-10,42.0,45.0,40.95,39.9,26589336.0,1104137856.0
