提名 1993 熊欣欣  1007935    黄飞鸿之二：男儿当自强
提名 1992 吕颂贤  959551     拳王              
提名 1992 陈德兴  1174162    拳王              
提名 1992 桑妮     1406922    YES!一族          
提名 1991 文希莲  1039161    爱在他乡的季节
提名 1991 吴倩莲  924885     天若有情        
提名 1990 黄坤玄  1042325    阿郎的故事     
提名 1990 龙方     996836     至尊无上        
提名 1990 罗子威  1321407    飞越黄昏        
提名 1989 吴君如  929109     霸王花           
提名 1989 何沛东  1171855    童党              
提名 1989 周星驰  893017     霹雳先锋        
提名 1989 周慧敏  1030558    三人世界        
提名 1988 黄光亮  1012768    监狱风云        
提名 1988 杨羚     1171400    靓妹正传        
提名 1988 陈松伶  956270     鬼马校园        
提名 1988 夏志珍  959652     东方秃鹰        
提名 1987 李子雄  954981     英雄本色        
提名 1987 李国豪  1021539    龙在江湖        
提名 1987 黄秋生  899554     恋爱季节        
提名 1987 何启南  1171958    操行零分        
提名 1986 杨紫琼  912937     皇家师姐        
提名 1986 郑浩南  954212     爱神一号        
提名 1986 楼南光  1012682    僵尸先生        
获奖 1985 顾美华  1033817    似水流年        
获奖 1984 郑裕玲  948741     花城              
获奖 1983 马斯晨  1044229    投奔怒海        
提名 1985 林威     1010127    省港旗兵        
提名 1985 蒋丽萍  1052742    我为你狂        
提名 1985 张曼玉  925074     缘份              
提名 1984 于嘉希  1413810    盟                 
提名 1984 莫少聪  1227515    武林圣火令     
提名 1984 许素莹  1144882    半边人           
提名 1984 梁家辉  893545     垂帘听政        
提名 1983 刘德华  924681     投奔怒海        
提名 1983 Hsiu_Lan_Chou 1978532    柠檬可乐        
提名 1983 林碧琪  1102154    靓妹仔           
提名 1983 叶童     948760     烈火青春        
提名 1983 夏文汐  954566     烈火青春        
提名 1983 温碧霞  1017859    靓妹仔           
