提名 1993 梅艳芳  954171     审死官           
提名 1992 张敏     1015438    与龙共舞        
提名 1992 梅艳芳  954171     何日君再来     
提名 1992 郑裕玲  948741     表姐，妳好嘢！续集
提名 1992 刘嘉玲  924250     鸡鸭恋           
提名 1991 张艾嘉  892993     庙街皇后        
提名 1991 张曼玉  925074     爱在他乡的季节
提名 1991 巩俐     912927     秦俑              
提名 1991 刘嘉玲  924250     阿飞正传        
提名 1990 吴家丽  962219     第一茧           
提名 1990 冯宝宝  1171932    飞越黄昏        
提名 1990 张艾嘉  892993     八两金           
提名 1990 张艾嘉  892993     阿郎的故事     
提名 1990 刘嘉玲  924250     说谎的女人     
提名 1989 张曼玉  925074     旺角卡门        
提名 1989 恬妞     964740     我爱太空人     
提名 1989 郑裕玲  948741     三人世界        
提名 1989 缪骞人  1054297    继续跳舞        
提名 1988 王祖贤  925889     倩女幽魂(87版) 
提名 1988 李丽珍  949835     最后胜利        
提名 1988 李殿馨  1091909    最后胜利        
提名 1988 钟楚红  1037317    秋天的童话     
提名 1988 郑裕玲  948741     神奇两女侠     
提名 1987 利玉娟  1144879    美国心           
提名 1987 马斯晨  1044229    听不到的说话  
提名 1987 潘虹     1043969    火龙              
提名 1987 叶倩文  1036324    刀马旦           
提名 1986 缪骞人  1054297    女人心           
提名 1986 叶德娴  996602     法外情           
提名 1986 夏文汐  954566     花街时代        
提名 1986 林青霞  1000932    警察故事        
获奖 1985 斯琴高娃 943398     似水流年        
获奖 1984 叶童     948760     表错七日情     
获奖 1983 林碧琪  1102154    靓妹仔           
获奖 1982 惠英红  924890     长辈              
提名 1985 张艾嘉  892993     上海之夜        
提名 1985 顾美华  1033817    似水流年        
提名 1985 叶童     948760     等待黎明        
提名 1985 叶德娴  996602     行错姻缘路     
提名 1984 林青霞  1000932    新蜀山剑侠     
提名 1984 许素莹  1144882    半边人           
提名 1984 刘慧玲  1091697    垂帘听政        
提名 1984 钟楚红  1037317    男与女           
提名 1983 钟楚红  1037317    薄荷咖啡        
提名 1983 张艾嘉  892993     最佳拍档        
提名 1983 缪骞人  1054297    投奔怒海        
提名 1983 马斯晨  1044229    投奔怒海        
