0 , 100510.0 , 100510.0
1 , 101023.67 , 101023.67
2 , 101541.04129 , 101541.04129
3 , 102062.145445 , 102062.145445
4 , 102587.014327 , 102587.014327
5 , 103115.680088 , 103115.680088
6 , 103648.175175 , 103648.175175
7 , 104184.532328 , 104184.532328
8 , 104724.784586 , 104724.784586
9 , 105268.965291 , 105268.965291
10 , 105817.108086 , 105817.108086
11 , 106369.246924 , 106369.246924
12 , 106925.416065 , 106925.416065
13 , 107485.650084 , 107485.650084
14 , 108049.98387 , 108049.98387
15 , 108618.45263 , 108618.45263
16 , 109191.091895 , 109191.091895
17 , 109767.937518 , 109767.937518
18 , 110349.025681 , 110349.025681
19 , 110934.392896 , 110934.392896
20 , 111524.076009 , 111524.076009
21 , 112118.112202 , 112118.112202
22 , 112716.538999 , 112716.538999
23 , 113319.394264 , 113319.394264
24 , 113926.716211 , 113926.716211
25 , 114538.543401 , 114538.543401
26 , 115154.914749 , 115154.914749
27 , 115775.869527 , 115775.869527
28 , 116401.447364 , 116401.447364
29 , 117031.688256 , 117031.688256
30 , 117628.388268 , 117666.632561
31 , 118229.382315 , 118306.32101
32 , 118834.70701 , 118950.794706
33 , 119444.399297 , 119600.095128
34 , 120058.496458 , 120254.264138
35 , 120677.036112 , 120913.343978
36 , 121300.056225 , 121577.377281
37 , 121927.595104 , 122246.40707
38 , 122559.69141 , 122920.476761
39 , 123196.384152 , 123599.630171
40 , 123837.712698 , 124283.911519
41 , 124483.716773 , 124973.365428
42 , 125134.436466 , 125668.036934
43 , 125789.91223 , 126367.971483
44 , 126450.18489 , 127073.214941
45 , 127115.29564 , 127783.813595
46 , 127785.286054 , 128499.814158
47 , 128460.198082 , 129221.263772
48 , 129140.074061 , 129948.210012
49 , 129824.956712 , 130680.700891
50 , 130514.889148 , 131418.784864
51 , 131209.914875 , 132162.510832
52 , 131910.077799 , 132911.928145
53 , 132615.422224 , 133667.086609
54 , 133325.992862 , 134428.036487
55 , 134041.834834 , 135194.828505
56 , 134762.993674 , 135967.513857
57 , 135489.515331 , 136746.144209
58 , 136221.446177 , 137530.771702
59 , 136958.833008 , 138321.448958
60 , 137657.191863 , 139118.229084
61 , 138360.576256 , 139921.165677
62 , 139069.029035 , 140730.312827
63 , 139782.593437 , 141545.725126
64 , 140501.313093 , 142367.457665
65 , 141225.232032 , 143195.566048
66 , 141954.394682 , 144030.106389
67 , 142688.84588 , 144871.135322
68 , 143428.630866 , 145718.710002
69 , 144173.795298 , 146572.888113
70 , 144924.385246 , 147433.727872
71 , 145680.447203 , 148301.288033
72 , 146442.028084 , 149175.627894
73 , 147209.175234 , 150056.807299
74 , 147981.936429 , 150944.886647
75 , 148760.359881 , 151839.926895
76 , 149544.494244 , 152741.989563
77 , 150334.388613 , 153651.136741
78 , 151130.092536 , 154567.431092
79 , 151931.65601 , 155490.93586
80 , 152739.12949 , 156421.714874
81 , 153552.563893 , 157359.832553
82 , 154372.010602 , 158305.353913
83 , 155197.521467 , 159258.344571
84 , 156029.148817 , 160218.870754
85 , 156866.945456 , 161186.9993
86 , 157710.964672 , 162162.797667
87 , 158561.260243 , 163146.333938
88 , 159417.886436 , 164137.676826
89 , 160280.898018 , 165136.895684
90 , 161098.153914 , 166144.060503
91 , 161921.29067 , 167159.241928
92 , 162750.358424 , 168182.511256
93 , 163585.407774 , 169213.940445
94 , 164426.489775 , 170253.602123
95 , 165273.655951 , 171301.569591
96 , 166126.958291 , 172357.916828
97 , 166986.449261 , 173422.718502
98 , 167852.181804 , 174496.049974
99 , 168724.209346 , 175577.987304
100 , 169602.585799 , 176668.607259
101 , 170487.365568 , 177767.987318
102 , 171378.603555 , 178876.205681
103 , 172276.35516 , 179993.341273
104 , 173180.676292 , 181119.473754
105 , 174091.623368 , 182254.683524
106 , 175009.253322 , 183399.05173
107 , 175933.623606 , 184552.660273
108 , 176864.7922 , 185715.591817
109 , 177802.81761 , 186887.929793
110 , 178747.75888 , 188069.75841
111 , 179699.675591 , 189261.162659
112 , 180658.627871 , 190462.228323
113 , 181624.676398 , 191673.041982
114 , 182597.882403 , 192893.691023
115 , 183578.307679 , 194124.263647
116 , 184566.014584 , 195364.848874
117 , 185561.066047 , 196615.536555
118 , 186563.525573 , 197876.417377
119 , 187573.45725 , 199147.582873
120 , 188529.804033 , 200429.125428
121 , 189493.032604 , 201721.138287
122 , 190463.201639 , 203023.715565
123 , 191440.370344 , 204336.952255
124 , 192424.598467 , 205660.944235
125 , 193415.946299 , 206995.788276
126 , 194414.474679 , 208341.582053
127 , 195420.245004 , 209698.424151
128 , 196433.319226 , 211066.414075
129 , 197453.759865 , 212445.65226
130 , 198481.630011 , 213836.240075
131 , 199516.993327 , 215238.279838
132 , 200559.914059 , 216651.87482
133 , 201610.457039 , 218077.129259
134 , 202668.68769 , 219514.148362
135 , 203734.672033 , 220963.038323
136 , 204808.47669 , 222423.906324
137 , 205890.168895 , 223896.860553
138 , 206979.816493 , 225382.010203
139 , 208077.487951 , 226879.465492
140 , 209183.25236 , 228389.337666
141 , 210297.179444 , 229911.739011
142 , 211419.339565 , 231446.782864
143 , 212549.803727 , 232994.583619
144 , 213688.643585 , 234555.256743
145 , 214835.931449 , 236128.918782
146 , 215991.740289 , 237715.687369
147 , 217156.143747 , 239315.681243
148 , 218329.216137 , 240929.02025
149 , 219511.032453 , 242555.825358
150 , 220630.086005 , 244196.218669
151 , 221757.192128 , 245850.323428
152 , 222892.419477 , 247518.26403
153 , 224035.837332 , 249200.166041
154 , 225187.515604 , 250896.156197
