,risk,yields,weight0,weight1,weight2,weight3
0,0.0449999999702,0.06,-2.77555756156e-16,5.55111512313e-17,4.96705074293e-09,0.999999995033
1,0.0443227492783,0.0608724832215,0.00671140936546,-9.75781955237e-19,0.0,0.993288590635
2,0.0437020600298,0.061744966443,0.0134228187983,-5.42101086243e-19,-1.21430643318e-17,0.986577181202
3,0.0431403737015,0.0626174496644,0.0201342281298,7.5894152074e-19,-1.04083408559e-17,0.97986577187
4,0.0426400220372,0.0634899328859,0.0268456374887,-6.50521303491e-19,-1.38777878078e-17,0.973154362511
5,0.0422031865968,0.0643624161074,0.0335570470063,-4.77048955894e-18,-1.38777878078e-17,0.966442952994
6,0.0418318572777,0.0652348993289,0.0402684564437,2.38524477947e-18,-1.38777878078e-17,0.959731543556
7,0.0415277913337,0.0661073825503,0.0469798655647,-1.08420217249e-18,0.0,0.953020134435
8,0.0412924746793,0.0669798657718,0.0536912752656,2.60208521397e-18,1.38777878078e-17,0.946308724734
9,0.0411328416414,0.0678523489933,0.0602734555834,-3.46944695195e-18,0.000279995514665,0.939446548902
10,0.0410324752374,0.0687248322148,0.067114094006,2.05998412772e-18,-2.08166817117e-17,0.932885905994
11,0.0410091278848,0.0695973154362,0.0738255032983,1.30104260698e-18,-1.04083408559e-17,0.926174496702
12,0.0410571669721,0.0704697986577,0.0805369126656,6.50521303491e-19,1.04083408559e-17,0.919463087334
13,0.041176342655,0.0713422818792,0.0872483223316,-5.42101086243e-19,0.0,0.912751677668
14,0.0413658442404,0.0722147651007,0.0938836070176,0.000109957981607,-1.38777878078e-17,0.906006435001
15,0.0416236912332,0.0730872483221,0.10045227114,0.00031614536576,0.0,0.899231583494
16,0.0419474931019,0.0739597315436,0.106937608608,0.000642694074761,2.77555756156e-17,0.892419697317
17,0.0423298405328,0.0748322147651,0.110920823594,0.000945989457204,0.00545614430913,0.88267704264
18,0.042545283249,0.0757046979866,0.0964244125056,0.0352169373595,2.81892564846e-18,0.868358650135
19,0.0429474977015,0.0765771812081,0.100754514736,0.038656603335,-5.20417042793e-18,0.860588881929
20,0.0433816038325,0.0774496644295,0.100433290877,0.0488148513689,0.0,0.850751857754
21,0.0438526114859,0.078322147651,0.0998868481975,0.0562412041381,0.00458581666858,0.839286130996
22,0.0443570130132,0.0791946308725,0.100783738155,0.0621820959431,0.00827260441481,0.828761561487
23,0.0448928157635,0.080067114094,0.101680652649,0.068122973558,0.0119593604365,0.818237013357
24,0.0454589094048,0.0809395973154,0.102577579188,0.074063857826,0.0156460802249,0.807712482761
25,0.0460541769578,0.0818120805369,0.103474521227,0.0800047311017,0.0193327829222,0.797187964749
26,0.0466775022906,0.0826845637584,0.104371475802,0.085945612544,0.0230194462013,0.786663465453
27,0.0473277768209,0.0835570469799,0.105268439121,0.0918864857944,0.0267061028252,0.776138972259
28,0.0480039053608,0.0844295302013,0.106165407813,0.0978273671,0.0303927353964,0.765614489691
29,0.0489702714851,0.0853020134228,0.124569243357,0.0604730559724,0.0610906126658,0.753867088004
30,0.0496766079237,0.0861744966443,0.124889372278,0.0676546292509,0.0641660271242,0.743289971347
31,0.0504068124689,0.0870469798658,0.125224242883,0.0748048609453,0.0672565130262,0.732714383145
32,0.0511599054384,0.0879194630872,0.125576066845,0.0819171913145,0.0703671192455,0.722139622594
33,0.0519349345177,0.0887919463087,0.125947305896,0.0889842485352,0.0735035707793,0.711564874789
34,0.0527309768655,0.0896644295302,0.126340697605,0.0959977699836,0.0766723247059,0.700989207706
35,0.0535471422312,0.0905369127517,0.126759229103,0.102948559652,0.0798807105948,0.69041150065
36,0.054382573237,0.0914093959732,0.127206180457,0.109826407022,0.0831369313541,0.679830481167
37,0.0552364483102,0.0922818791946,0.127685064387,0.116620071935,0.086450239373,0.669244624304
38,0.0561097758311,0.0931543624161,0.128375559319,0.123069760576,0.0898210210841,0.658733659022
39,0.057002468499,0.0940268456376,0.129408840893,0.129032087397,0.0931801415053,0.648378930204
40,0.0579100362664,0.0948993288591,0.130446895151,0.135005826084,0.0965118019861,0.638035476779
41,0.0588317783922,0.0957718120805,0.131489635148,0.140993114866,0.0998129862348,0.627704263751
42,0.0597670245508,0.096644295302,0.132536878851,0.146996522296,0.103080233563,0.617386365291
43,0.0607151342614,0.0975167785235,0.133588280644,0.153019155613,0.106309633946,0.607082929796
44,0.0616754951271,0.098389261745,0.134643293954,0.159064774065,0.109496732115,0.596795199866
45,0.0626475214766,0.0992617449664,0.135701092411,0.165137952516,0.112636455282,0.58652449979
46,0.0636306530729,0.100134228188,0.136760484579,0.171244241614,0.115723057986,0.576272215822
47,0.0646243532317,0.101006711409,0.137819748292,0.177390469475,0.118750031403,0.56603975083
48,0.0656281071827,0.101879194631,0.13887648928,0.183584976466,0.12171005243,0.555828481825
49,0.0666414202254,0.102751677852,0.139927395081,0.189838014806,0.124594919837,0.545639670277
50,0.0676638157871,0.103624161074,0.140967927309,0.196162193812,0.127395550565,0.535474328313
51,0.0686948342726,0.104496644295,0.141991865126,0.202573021022,0.130102165261,0.525332948591
52,0.0697340307823,0.105369127517,0.142990805939,0.209089521803,0.132704429885,0.515215242373
53,0.07078097446,0.106241610738,0.143953410176,0.215734930151,0.135192061895,0.505119597778
54,0.0718352480494,0.10711409396,0.144864474513,0.222537402473,0.137555767204,0.49504235581
55,0.0728964495094,0.107986577181,0.145703841824,0.229530493785,0.139788887697,0.484976776694
56,0.0739641959291,0.108859060403,0.14644510827,0.236753229001,0.141890096436,0.474911566293
