,risk,yields,weight0,weight1,weight2
53,0.0762820011507,0.106241610738,0.242709656471,0.24482259085,0.512467752679
54,0.0775243376988,0.10711409396,0.246358727738,0.251457655976,0.502183616286
55,0.0787742678938,0.107986577181,0.250007791988,0.25809273712,0.491899470892
56,0.0800314359342,0.108859060403,0.253656852322,0.264727827397,0.481615320281
57,0.08129550587,0.109731543624,0.257305920583,0.271362899171,0.471331180246
58,0.0825661608737,0.110604026846,0.260954983961,0.277997982236,0.461047033803
59,0.0838431014911,0.111476510067,0.264604049293,0.284633061034,0.450762889673
60,0.0851260448995,0.112348993289,0.268253107136,0.291268156488,0.440478736376
61,0.0864147236289,0.11322147651,0.271902177591,0.297903223759,0.43019459865
62,0.0877088849776,0.114093959732,0.275551247629,0.304538292246,0.419910460125
63,0.0891171676145,0.114966442953,0.26400194293,0.344103172711,0.39189488436
64,0.090379371456,0.115838926174,0.270871889545,0.343759675418,0.385368435037
65,0.0916570625719,0.116711409396,0.27774183616,0.343416178126,0.378841985714
66,0.0929496022971,0.117583892617,0.284611782775,0.343072680833,0.372315536391
67,0.0942563797758,0.118456375839,0.29148172939,0.342729183541,0.365789087069
68,0.0955768110111,0.11932885906,0.298351676005,0.342385686249,0.359262637746
69,0.0969103378956,0.120201342282,0.30522162262,0.342042188956,0.352736188423
70,0.0982564272319,0.121073825503,0.312091569236,0.341698691664,0.3462097391
71,0.099614569753,0.121946308725,0.318961515851,0.341355194372,0.339683289778
72,0.100984279148,0.122818791946,0.325831462466,0.341011697079,0.333156840455
73,0.102246357422,0.123691275168,0.315690943789,0.377524207892,0.306784848319
74,0.103590824176,0.124563758389,0.319340012164,0.384159280223,0.296500707613
75,0.104938473433,0.125436241611,0.3229890847,0.390794343835,0.286216571465
76,0.106289184025,0.126308724832,0.326638138815,0.39742944639,0.275932414795
77,0.107642840846,0.127181208054,0.330287200239,0.404064533657,0.265648266104
78,0.108999334119,0.128053691275,0.333936272332,0.410699598226,0.255364129443
79,0.110358559099,0.128926174497,0.337585320806,0.417334712739,0.245079966455
80,0.11172041635,0.129798657718,0.341234401607,0.423969758916,0.234795839477
81,0.113084810445,0.13067114094,0.344883448837,0.430604875972,0.224511675191
82,0.114451651015,0.131543624161,0.348532530306,0.437239920853,0.214227548841
83,0.11582085111,0.132416107383,0.352181578952,0.443875035225,0.203943385823
84,0.117192328292,0.133288590604,0.3558306599,0.450510080853,0.193659259248
85,0.118566003306,0.134161073826,0.359479716997,0.45714517683,0.183375106172
86,0.119941800819,0.135033557047,0.363128774865,0.463780271802,0.173090953333
87,0.121319648564,0.135906040268,0.366777836054,0.470415359579,0.162806804367
88,0.122699477392,0.13677852349,0.370426896081,0.477050449046,0.152522654873
89,0.124081221444,0.137651006711,0.374075972187,0.483685505328,0.142238522485
90,0.125464817215,0.138523489933,0.377725040756,0.490320577113,0.13195438213
91,0.126850204187,0.139395973154,0.381374097529,0.496955674458,0.121670228013
92,0.128237324321,0.140268456376,0.38502315966,0.503590760334,0.111386080006
93,0.129626122122,0.141140939597,0.38867224317,0.510225801519,0.101101955311
94,0.131016543837,0.142013422819,0.392321302025,0.51686089351,0.0908178044649
95,0.132408538438,0.14288590604,0.395970342369,0.523496024426,0.0805336332046
96,0.133802057339,0.143758389262,0.399619436486,0.530131042964,0.0702495205503
97,0.135197052596,0.144630872483,0.403268467715,0.536766193308,0.0599653389771
98,0.136593479729,0.145503355705,0.406917545247,0.543401246868,0.0496812078856
99,0.137991294947,0.146375838926,0.410566615589,0.550036316087,0.0393970683248
100,0.139390456237,0.147248322148,0.414215674779,0.556671406918,0.0291129183028
101,0.140790923829,0.148120805369,0.417864740102,0.563306485738,0.0188287741603
102,0.142192658891,0.148993288591,0.421513790314,0.5699415961,0.00854461358592
103,0.143596274573,0.149865771812,0.42665388286,0.57334611714,-1.38777878078e-17
104,0.145030532432,0.150738255034,0.439117928916,0.560882071084,0.0
105,0.146509903082,0.151610738255,0.451581974364,0.548418025636,0.0
106,0.148033034189,0.152483221477,0.464046020624,0.535953979376,6.93889390391e-18
107,0.149598589088,0.153355704698,0.476510067312,0.523489932688,-6.93889390391e-18
108,0.151205250103,0.154228187919,0.488974114893,0.511025885107,2.77555756156e-17
109,0.152851720211,0.155100671141,0.501438157294,0.498561842706,0.0
110,0.154536728595,0.155973154362,0.513902206613,0.486097793387,0.0
111,0.156259026795,0.156845637584,0.526366249711,0.473633750289,-1.38777878078e-17
112,0.158017396748,0.157718120805,0.53883029592,0.46116970408,0.0
113,0.159810647352,0.158590604027,0.55129434197,0.44870565803,-6.93889390391e-18
114,0.16163761787,0.159463087248,0.56375838913,0.43624161087,0.0
115,0.163497177706,0.16033557047,0.576222435914,0.423777564086,-1.04083408559e-17
116,0.165388227342,0.161208053691,0.588686480676,0.411313519324,-1.73472347598e-17
117,0.167309699652,0.162080536913,0.601150527635,0.398849472365,2.77555756156e-17
118,0.169260558061,0.162953020134,0.613614573495,0.386385426505,-2.60208521397e-17
119,0.171239798372,0.163825503356,0.626078619284,0.373921380716,0.0
120,0.173246447966,0.164697986577,0.638542665735,0.361457334265,-1.73472347598e-18
121,0.175279565315,0.165570469799,0.651006711802,0.348993288198,0.0
122,0.177338240077,0.16644295302,0.663470757423,0.336529242577,-6.93889390391e-18
123,0.179421592659,0.167315436242,0.675934803459,0.324065196541,4.33680868994e-19
124,0.181528773469,0.168187919463,0.688398850256,0.311601149744,0.0
125,0.183658962103,0.169060402685,0.70086289639,0.29913710361,-5.55111512313e-17
126,0.185811367367,0.169932885906,0.713326942524,0.286673057476,-5.55111512313e-17
127,0.187985226133,0.170805369128,0.725790988658,0.274209011342,5.55111512313e-17
128,0.190179802724,0.171677852349,0.738255034792,0.261744965208,5.55111512313e-17
129,0.19239438818,0.17255033557,0.750719080926,0.249280919074,5.55111512313e-17
130,0.194628299487,0.173422818792,0.76318312706,0.23681687294,-5.55111512313e-17
131,0.196880878802,0.174295302013,0.775647173193,0.224352826807,-5.55111512313e-17
132,0.199151492672,0.175167785235,0.788111219327,0.211888780673,5.55111512313e-17
133,0.201439531245,0.176040268456,0.800575265461,0.199424734539,-5.55111512313e-17
134,0.203744407485,0.176912751678,0.813039311595,0.186960688405,0.0
135,0.206065556398,0.177785234899,0.825503357729,0.174496642271,0.0
